contig	module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
ERZ8153470.12476-NODE-12476-length-1069-cov-4.205128	M00173	10.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K03737	K15231,K01678,K00175,K01007,K00174,K00031,K01903,K00024,K01595,K01902,K00240,K01681,K00239,K15230,K01677
ERZ8153470.12498-NODE-12498-length-1068-cov-2.333662	M00052	33.33	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01937	K00940,K13800
ERZ8153470.12502-NODE-12502-length-1068-cov-1.669299	M00060	11.11	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K02527	K00912,K02535,K03269,K00748,K02517,K00677,K02560,K02536
ERZ8153470.12502-NODE-12502-length-1068-cov-1.669299	M00866	11.11	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K02527	K09778,K00912,K02535,K03269,K00748,K02517,K00677,K02536
ERZ8153470.12530-NODE-12530-length-1065-cov-3.853465	M00048	12.5	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00764	K00602,K01923,K00601,K01756,K01952,K01933,K01945
ERZ8153470.12581-NODE-12581-length-1060-cov-2.108458	M00854	50.0	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00700	K00975,K00703
ERZ8153470.12581-NODE-12581-length-1060-cov-2.108458	M00565	16.67	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00700	K06044,K00975,K01214,K00703,K01236
ERZ8153470.12583-NODE-12583-length-1060-cov-1.749254	M00854	25.0	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00975	K00703,K00700
ERZ8153470.12583-NODE-12583-length-1060-cov-1.749254	M00565	16.67	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00975	K06044,K01214,K00703,K01236,K00700
ERZ8153470.12629-NODE-12629-length-1057-cov-1.531936	M00844	33.33	Arginine biosynthesis, ornithine => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01755	K00611,K01940
ERZ8153470.12629-NODE-12629-length-1057-cov-1.531936	M00029	20.0	Urea cycle	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01755	K00611,K01940,K01948,K01476
ERZ8153470.12629-NODE-12629-length-1057-cov-1.531936	M00845	14.29	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K01755	K01940,K09065,K01438,K00821,K00145,K22478
ERZ8153470.12638-NODE-12638-length-1056-cov-2.800200	M00793	16.67	dTDP-L-rhamnose biosynthesis	Pathway modules; Biosynthesis of terpenoids and polyketides; Polyketide sugar unit biosynthesis	K01790	K01710,K00973,K00067
ERZ8153470.12656-NODE-12656-length-1055-cov-1.645000	M00550	6.67	Ascorbate degradation, ascorbate => D-xylulose-5P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K02821	K03476,K03078,K02822,K03077,K03079,K03475
ERZ8153470.12670-NODE-12670-length-1054-cov-1.455455	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K01770	K03527,K00991,K00919,K01823,K03526,K01662,K00099
ERZ8153470.12698-NODE-12698-length-1051-cov-3.197791	M00026	8.33	Histidine biosynthesis, PRPP => histidine	Pathway modules; Amino acid metabolism; Histidine metabolism	K01496	K00817,K00765,K01693,K02500,K01523,K02501,K04486,K00013,K01814
ERZ8153470.12710-NODE-12710-length-1050-cov-3.796985	M00122	50.0	Cobalamin biosynthesis, cobinamide => cobalamin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00768	K02226
ERZ8153470.12719-NODE-12719-length-1049-cov-5.357143	M00089	25.0	Triacylglycerol biosynthesis	Pathway modules; Lipid metabolism; Lipid metabolism	K00655	K11155,K01080,K00629
ERZ8153470.12729-NODE-12729-length-1049-cov-1.882294	M00793	16.67	dTDP-L-rhamnose biosynthesis	Pathway modules; Biosynthesis of terpenoids and polyketides; Polyketide sugar unit biosynthesis	K00067	K01790,K01710,K00973
ERZ8153470.12733-NODE-12733-length-1049-cov-1.713280	M00119	33.33	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00077	K00606,K00826
ERZ8153470.12736-NODE-12736-length-1048-cov-109.611279	M00307	100.0	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K03737	
ERZ8153470.12736-NODE-12736-length-1048-cov-109.611279	M00173	10.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K03737	K15231,K01678,K00175,K01007,K00174,K00031,K01903,K00024,K01595,K01902,K00240,K01681,K00239,K15230,K01677
ERZ8153470.12737-NODE-12737-length-1048-cov-7.199396	M00127	33.33	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00946	K00788,K03147,K00941
ERZ8153470.12740-NODE-12740-length-1048-cov-2.211480	M00053	12.5	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01520	K00940,K01494,K00560,K00524,K00943,K00527
ERZ8153470.12779-NODE-12779-length-1045-cov-5.146465	M00125	33.33	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K11753	K00794,K00793
ERZ8153470.12806-NODE-12806-length-1043-cov-6.762146	M00125	33.33	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K11753	K00794,K00793
ERZ8153470.12812-NODE-12812-length-1043-cov-2.633603	M00123	33.33	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01012	K01935,K00652,K00833
ERZ8153470.12812-NODE-12812-length-1043-cov-2.633603	M00573	20.0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01012	K01935,K00652,K16593,K19563
ERZ8153470.12812-NODE-12812-length-1043-cov-2.633603	M00577	20.0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01012	K01906,K01935,K00652,K00833
ERZ8153470.12831-NODE-12831-length-1042-cov-2.250253	M00126	20.0	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00287	K13939,K01077,K11754,K01495
ERZ8153470.12831-NODE-12831-length-1042-cov-2.250253	M00840	16.67	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00287	K14652,K22100,K13941,K01633,K22099
ERZ8153470.12855-NODE-12855-length-1040-cov-5.668020	M00020	33.33	Serine biosynthesis, glycerate-3P => serine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism	K00831	K00058,K01079
ERZ8153470.12855-NODE-12855-length-1040-cov-5.668020	M00124	16.67	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00831	K00275,K03472,K03474,K00097,K03473
ERZ8153470.12876-NODE-12876-length-1039-cov-5.921748	M00011	10.0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00174	K00175,K01676,K00236,K01903,K00234,K00026,K01902,K00237,K00235
ERZ8153470.12876-NODE-12876-length-1039-cov-5.921748	M00009	6.25	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00174	K00175,K00031,K00236,K01903,K00234,K01676,K00026,K01647,K01902,K00237,K01681,K00235
ERZ8153470.12876-NODE-12876-length-1039-cov-5.921748	M00173	5.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00174	K15231,K00171,K00175,K00172,K00170,K00169,K01007,K01676,K00031,K01903,K01595,K00024,K01902,K00240,K01681,K00239,K15230
ERZ8153470.12876-NODE-12876-length-1039-cov-5.921748	M00620	3.57	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules; Energy metabolism; Carbon fixation	K00174	K00171,K01678,K00175,K01960,K01902,K18209,K01959,K00172,K00170,K00169,K01903,K00177,K00024,K18210,K00176,K01677
ERZ8153470.12877-NODE-12877-length-1039-cov-4.932927	M00023	16.67	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K01609	K00766,K01657,K01694,K01658,K01817
ERZ8153470.12885-NODE-12885-length-1039-cov-1.748984	M00846	14.29	Siroheme biosynthesis, glutamate => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01885	K01698,K02492,K01749,K01719,K01845,K02302
ERZ8153470.12885-NODE-12885-length-1039-cov-1.748984	M00121	10.0	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01885	K01599,K01698,K02492,K01749,K01772,K00228,K00230,K01719,K01845
ERZ8153470.12898-NODE-12898-length-1038-cov-1.479145	M00093	33.33	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules; Lipid metabolism; Lipid metabolism	K00981	K00998,K01613
ERZ8153470.12905-NODE-12905-length-1037-cov-2.042770	M00022	6.25	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K00014	K00891,K01626,K00800,K01735,K01736,K03785
ERZ8153470.12929-NODE-12929-length-1035-cov-2.263265	M00048	12.5	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K01933	K00602,K01923,K00601,K00764,K01756,K01952,K01945
ERZ8153470.12948-NODE-12948-length-1034-cov-1.801839	M00157	12.5	F-type ATPase, prokaryotes and chloroplasts	Pathway modules; Energy metabolism; ATP synthesis	K02115	K02113,K02108,K02114,K02109,K02112,K02110,K02111
ERZ8153470.12949-NODE-12949-length-1034-cov-1.787538	M00064	40.0	ADP-L-glycero-D-manno-heptose biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K03273,K03271	K03272,K03274
ERZ8153470.12984-NODE-12984-length-1031-cov-1.168033	M00609	16.67	Cysteine biosynthesis, methionine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K01243	K07173,K17216,K00789,K17217,K17462
ERZ8153470.12984-NODE-12984-length-1031-cov-1.168033	M00034	6.25	Methionine salvage pathway	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K01243	K00797,K00899,K00815,K16054,K01611,K08963,K00789,K08967
ERZ8153470.13012-NODE-13012-length-1028-cov-2.138746	M00078	12.5	Heparan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K01205	K01136,K10532,K01137,K01217,K01195,K01565,K07964
ERZ8153470.13014-NODE-13014-length-1028-cov-1.524152	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00919	K03527,K00991,K01823,K01770,K03526,K01662,K00099
ERZ8153470.13022-NODE-13022-length-1027-cov-2.339506	M00579	50.0	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Pathway modules; Energy metabolism; Carbon fixation	K15024	K00925
ERZ8153470.13037-NODE-13037-length-1026-cov-1.848610	M00052	33.33	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K01937	K00940,K13800
ERZ8153470.13050-NODE-13050-length-1024-cov-5.114551	M00127	25.0	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03154	K03148,K03151
ERZ8153470.13056-NODE-13056-length-1024-cov-1.788442	M00526	16.67	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00215	K03340,K00133,K01714,K01586,K00928
ERZ8153470.13056-NODE-13056-length-1024-cov-1.788442	M00527	14.29	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00215	K01778,K00133,K01714,K01586,K00928,K10206
ERZ8153470.13056-NODE-13056-length-1024-cov-1.788442	M00016	11.11	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00215	K01439,K00928,K00674,K00821,K01778,K00133,K01714,K01586
ERZ8153470.13056-NODE-13056-length-1024-cov-1.788442	M00525	11.11	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism	K00215	K05823,K00841,K00928,K01778,K05822,K00133,K01714,K01586
ERZ8153470.13063-NODE-13063-length-1023-cov-3.038223	M00008	25.0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01690	K00036,K01625,K01057
ERZ8153470.13068-NODE-13068-length-1023-cov-2.507231	M00119	100.0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01579	
ERZ8153470.13093-NODE-13093-length-1021-cov-3.249482	M00377	14.29	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules; Energy metabolism; Carbon fixation	K00297	K00198,K00194,K01491,K01938,K15023,K05299,K14138,K00197
ERZ8153470.13094-NODE-13094-length-1021-cov-3.234990	M00855	16.67	Glycogen degradation, glycogen => glucose-6P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00705	K00688,K15779,K02438
ERZ8153470.13095-NODE-13095-length-1021-cov-3.025880	M00022	6.25	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K00014	K00891,K01626,K00800,K01735,K01736,K03785
ERZ8153470.13109-NODE-13109-length-1020-cov-1.838342	M00034	12.5	Methionine salvage pathway	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K08963	K00797,K00899,K00815,K16054,K01611,K00789,K08967,K01243
ERZ8153470.13121-NODE-13121-length-1019-cov-1.509336	M00039	10.0	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other secondary metabolites	K00588	K00083,K00487,K10775,K13065,K09754,K01904,K13066,K09753,K09755
ERZ8153470.13133-NODE-13133-length-1018-cov-2.140187	M00079	25.0	Keratan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K12373	K12309,K01137,K01132
ERZ8153470.13151-NODE-13151-length-1017-cov-2.398129	M00115	20.0	NAD biosynthesis, aspartate => NAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00969	K03517,K00278,K01916,K00767
ERZ8153470.13156-NODE-13156-length-1017-cov-1.949064	M00144	9.09	NADH	Pathway modules; Energy metabolism; ATP synthesis	K00334	K00335,K00333,K00338,K00343,K00340,K00341,K00332,K00330,K00342,K00331,K00337,K00339,K00336
ERZ8153470.13159-NODE-13159-length-1016-cov-3.455775	M00061	20.0	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01686	K00040,K01625,K01812,K00874
ERZ8153470.13179-NODE-13179-length-1015-cov-1.940625	M00579	50.0	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Pathway modules; Energy metabolism; Carbon fixation	K00925	K00625
ERZ8153470.13179-NODE-13179-length-1015-cov-1.940625	M00357	10.0	Methanogenesis, acetate => methane	Pathway modules; Energy metabolism; Methane metabolism	K00925	K00194,K00625,K00578,K00402,K00581,K00399,K22482,K00584,K00197,K00579,K00401,K22480,K00577,K00580,K00193,K22481
ERZ8153470.13180-NODE-13180-length-1015-cov-1.567708	M00167	28.57	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules; Energy metabolism; Carbon fixation	K00615	K01623,K01807,K01100,K03841
ERZ8153470.13180-NODE-13180-length-1015-cov-1.567708	M00007	25.0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00615	K01783,K01807,K00616
ERZ8153470.13180-NODE-13180-length-1015-cov-1.567708	M00165	18.18	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00615	K00927,K05298,K00855,K01807,K01623,K01601,K01100,K03841
ERZ8153470.13180-NODE-13180-length-1015-cov-1.567708	M00004	14.29	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00615	K01807,K01810,K13937,K01783,K00033,K00616
ERZ8153470.13181-NODE-13181-length-1015-cov-1.490625	M00088	33.33	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules; Lipid metabolism; Lipid metabolism	K00626	K01640,K01641
ERZ8153470.13181-NODE-13181-length-1015-cov-1.490625	M00849	16.67	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00626	K01641,K00021,K01823,K00869,K06981,K17942
ERZ8153470.13181-NODE-13181-length-1015-cov-1.490625	M00095	14.29	C5 isoprenoid biosynthesis, mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K00626	K01641,K00938,K01823,K00869,K00021,K01597
ERZ8153470.13181-NODE-13181-length-1015-cov-1.490625	M00373	11.11	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00626	K14447,K14451,K14446,K14449,K00023,K08691,K17865,K14448
ERZ8153470.13181-NODE-13181-length-1015-cov-1.490625	M00374	7.69	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K15038,K01678,K00171,K01007,K01677,K01902,K00240,K00172,K00170,K00169,K15016,K01903,K01595,K00024,K14467,K14465,K00239,K14534
ERZ8153470.13181-NODE-13181-length-1015-cov-1.490625	M00375	7.14	Hydroxypropionate-hydroxybutylate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00626	K01848,K15038,K15019,K15039,K15020,K15037,K15017,K05606,K01849,K15016,K15036,K15018,K01964,K14466,K14465,K14534
ERZ8153470.13191-NODE-13191-length-1014-cov-1.830031	M00002	20.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K15635	K00927,K00134,K01803,K01689,K00873
