Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000297346	MAG	2777373	376	8809	57.5	79.16	1.99	0.00	20.29	0.00	14	CAJWVP01	MGYG000297346	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__UBA3470;s__	ERS7419415	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297346/genomes1/MGYG000297346.gff.gz
MGYG000297347	MAG	4378681	12	965332	40.31	99.05	0.15	0.00	99.67	90.12	20	CAJXOP01	MGYG000297347	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__Fabibacter spongicola	ERS7418415	ERP121137	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297347/genomes1/MGYG000297347.gff.gz
MGYG000297348	MAG	1622276	333	5578	39.14	77.72	3.3	0.00	0.00	0.00	16	CAJWPW01	MGYG000297348	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-2722105;s__	ERS7418532	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297348/genomes1/MGYG000297348.gff.gz
MGYG000297349	MAG	877259	39	44773	34.24	65.52	1.72	93.28	0.00	18.63	14	CAJWUG01	MGYG000297349	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__CACNXK01;s__CACNXK01 sp902624425	ERS7418295	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297349/genomes1/MGYG000297349.gff.gz
MGYG000297350	MAG	867814	150	7220	37.69	73.08	0.0	0.00	0.00	0.00	8	CAJXWM01	MGYG000297350	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__D37C17;g__D37C17;s__D37C17 sp012964845	ERS7418742	ERP121137	Atlantic Ocean	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297350/genomes1/MGYG000297350.gff.gz
MGYG000297351	MAG	2024115	299	8279	54.87	68.9	0.0	0.00	0.00	0.00	13	CAJXAL01	MGYG000297351	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605	ERS7419364	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297351/genomes1/MGYG000297351.gff.gz
MGYG000297352	MAG	3104125	112	41943	41.05	95.11	1.66	93.28	0.00	6.05	16	CAJWCM01	MGYG000297352	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleispira;s__Oleispira sp002708475	ERS7418634	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297352/genomes1/MGYG000297352.gff.gz
MGYG000297353	MAG	2091513	209	12665	46.83	57.47	0.0	93.28	0.00	0.00	16	CAJWYH01	MGYG000297353	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp902631405	ERS7418704	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297353/genomes1/MGYG000297353.gff.gz
MGYG000297354	MAG	4082693	225	27386	58.6	96.55	0.59	0.00	45.14	0.00	18	CAJXHO01	MGYG000297354	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudophaeobacter;s__Pseudophaeobacter sp001294455	ERS7419667	ERP121137	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297354/genomes1/MGYG000297354.gff.gz
MGYG000297355	MAG	2612651	12	333246	51.52	98.59	0.88	94.96	23.16	11.56	19	CAJXKF01	MGYG000297355	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__	ERS7419116	ERP121137	Puerto Rico	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297355/genomes1/MGYG000297355.gff.gz
MGYG000297356	MAG	2610619	84	53426	68.56	97.3	1.35	0.00	0.00	0.00	20	CAJXLM01	MGYG000297356	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__;s__	ERS7418802	ERP121137	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297356/genomes1/MGYG000297356.gff.gz
MGYG000297357	MAG	2293678	200	14407	39.55	86.4	2.14	0.00	21.59	99.79	15	CAJWQC01	MGYG000297357	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__UBA6615 sp002937505	ERS7418403	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297357/genomes1/MGYG000297357.gff.gz
MGYG000297358	MAG	2167978	47	63463	47.23	96.98	0.74	0.00	0.00	0.00	17	CAJXWQ01	MGYG000297358	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__	ERS7418798	ERP121137	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297358/genomes1/MGYG000297358.gff.gz
MGYG000297359	MAG	5759346	109	92165	52.85	91.08	5.0	0.00	21.79	0.00	18	CAJWOM01	MGYG000297359	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA7976;f__UBA1532;g__UBA1532;s__UBA1532 sp002731825	ERS7418510	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297359/genomes1/MGYG000297359.gff.gz
MGYG000297360	MAG	3052781	355	11609	36.39	95.67	1.14	0.00	22.90	4.99	17	CAJXPE01	MGYG000297360	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marixanthomonas;s__	ERS7418303	ERP121137	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297360/genomes1/MGYG000297360.gff.gz
MGYG000297361	MAG	3719025	94	78649	60.5	98.79	1.52	0.00	49.58	0.00	20	CAJYBT01	MGYG000297361	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava;s__	ERS7418667	ERP121137	Pacific Ocean	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297361/genomes1/MGYG000297361.gff.gz
MGYG000297362	MAG	2312392	160	23304	41.88	83.63	0.87	95.80	51.40	0.00	14	CAJXCR01	MGYG000297362	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__CABYJX01;s__	ERS7419291	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297362/genomes1/MGYG000297362.gff.gz
MGYG000297363	MAG	1051138	110	12785	40.25	55.33	0.0	95.80	0.00	11.18	17	CAJVVZ01	MGYG000297363	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__;s__	ERS7418531	ERP121137	Pacific Ocean	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297363/genomes1/MGYG000297363.gff.gz
MGYG000297364	MAG	3740301	14	391834	35.67	90.03	1.79	83.19	0.00	13.74	19	CAJXIR01	MGYG000297364	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__DB6-IX;s__DB6-IX sp001874305	ERS7418560	ERP121137	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297364/genomes1/MGYG000297364.gff.gz
MGYG000297365	MAG	2657109	55	61727	66.65	93.34	0.79	95.80	99.67	99.86	19	CAJVXO01	MGYG000297365	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__21-64-14;f__21-64-14;g__BMS3Abin12;s__BMS3Abin12 sp002897735	ERS7418503	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297365/genomes1/MGYG000297365.gff.gz
MGYG000297366	MAG	1419814	98	23356	35.41	63.23	2.48	0.00	20.61	0.00	15	CAJWRI01	MGYG000297366	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SP4260;s__SP4260 sp003331585	ERS7418389	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297366/genomes1/MGYG000297366.gff.gz
MGYG000297367	MAG	1926694	24	129441	44.26	88.03	2.99	94.96	22.05	0.00	14	CAJWUZ01	MGYG000297367	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002713485	ERS7419338	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297367/genomes1/MGYG000297367.gff.gz
MGYG000297368	MAG	2690294	248	14652	57.95	93.37	2.98	0.00	0.00	0.00	19	CAJYBA01	MGYG000297368	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	ERS7418475	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297368/genomes1/MGYG000297368.gff.gz
MGYG000297369	MAG	3031024	41	138396	58.34	97.03	0.5	0.00	99.74	99.86	20	CAJWJF01	MGYG000297369	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002328185	ERS7418219	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297369/genomes1/MGYG000297369.gff.gz
MGYG000297370	MAG	4304231	138	53795	39.42	99.46	4.41	94.96	0.00	11.21	20	CAJWVK01	MGYG000297370	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__UBA2108;s__UBA2108 sp002713215	ERS7418367	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297370/genomes1/MGYG000297370.gff.gz
MGYG000297371	MAG	3709628	429	11374	46.78	90.01	0.89	0.00	0.00	0.00	17	CAJWVB01	MGYG000297371	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__UBA3532;g__UBA3532;s__UBA3532 sp002376965	ERS7418377	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297371/genomes1/MGYG000297371.gff.gz
MGYG000297372	MAG	1079967	39	38975	29.59	78.16	1.72	87.39	22.37	7.38	16	CAJXAV01	MGYG000297372	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002705445;g__GCA-2705445;s__	ERS7419530	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297372/genomes1/MGYG000297372.gff.gz
MGYG000297373	MAG	3093073	183	22545	48.61	93.92	2.06	0.00	99.67	10.91	18	CAJWWS01	MGYG000297373	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA5691;s__UBA5691 sp002420185	ERS7418685	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297373/genomes1/MGYG000297373.gff.gz
MGYG000297374	MAG	1169553	278	4677	30.21	60.26	1.08	0.00	0.00	0.00	10	CAJYBG01	MGYG000297374	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp002171375	ERS7419039	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297374/genomes1/MGYG000297374.gff.gz
MGYG000297375	MAG	1373512	58	44344	34.35	73.57	0.55	0.00	0.00	12.07	14	CAJXBI01	MGYG000297375	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__UBA9320;s__	ERS7418212	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297375/genomes1/MGYG000297375.gff.gz
MGYG000297376	MAG	2591589	85	41002	54.92	83.13	3.38	0.00	0.00	0.00	11	CAJWQF01	MGYG000297376	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002731575	ERS7419474	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297376/genomes1/MGYG000297376.gff.gz
MGYG000297377	MAG	1534220	187	10158	51.68	82.05	1.97	0.00	19.37	0.00	10	CAJWSS01	MGYG000297377	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA3439;s__UBA3439 sp012269685	ERS7419200	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297377/genomes1/MGYG000297377.gff.gz
MGYG000297378	MAG	3905842	677	6863	64.66	87.76	2.37	0.00	0.00	0.00	13	CAJWPT01	MGYG000297378	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas litopenaei	ERS7418427	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297378/genomes1/MGYG000297378.gff.gz
MGYG000297379	MAG	1323315	60	43306	30.14	79.3	2.87	0.00	0.00	0.00	10	CAJWCP01	MGYG000297379	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__	ERS7419096	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297379/genomes1/MGYG000297379.gff.gz
MGYG000297380	MAG	3157348	309	13801	48.35	86.87	1.89	0.00	0.00	0.00	15	CAJXUL01	MGYG000297380	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	ERS7419316	ERP121137	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297380/genomes1/MGYG000297380.gff.gz
MGYG000297381	MAG	1382681	134	16669	35.43	62.44	1.1	94.12	0.00	0.00	12	CAJWGL01	MGYG000297381	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-002718655;s__GCA-002718655 sp002698235	ERS7419464	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297381/genomes1/MGYG000297381.gff.gz
MGYG000297382	MAG	1970808	119	21481	43.39	91.49	0.0	0.00	0.00	0.00	17	CAJXHE01	MGYG000297382	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp002336655	ERS7418327	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297382/genomes1/MGYG000297382.gff.gz
MGYG000297383	MAG	3205752	422	10239	59.67	95.21	3.66	0.00	13.37	11.62	15	CAJWER01	MGYG000297383	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__VXLM01;g__;s__	ERS7418806	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297383/genomes1/MGYG000297383.gff.gz
MGYG000297384	MAG	1967663	419	5295	57.59	79.84	1.93	0.00	0.00	0.00	14	CAJXZH01	MGYG000297384	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__Casp-alpha2;s__Casp-alpha2 sp002938315	ERS7418822	ERP121137	Atlantic Ocean	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297384/genomes1/MGYG000297384.gff.gz
MGYG000297385	MAG	1808268	142	17190	59.81	85.36	0.91	0.00	0.00	0.00	17	CAJWXK01	MGYG000297385	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RCC307;s__	ERS7418971	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297385/genomes1/MGYG000297385.gff.gz
MGYG000297386	MAG	3474405	421	11250	33.85	79.69	1.79	0.00	0.00	0.00	18	CAJXHA01	MGYG000297386	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__	ERS7418737	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297386/genomes1/MGYG000297386.gff.gz
MGYG000297387	MAG	2164984	13	263160	47.52	81.57	0.85	93.28	99.67	99.76	19	CAJWVL01	MGYG000297387	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__UBA6623;g__UBA6623;s__UBA6623 sp002433055	ERS7419484	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297387/genomes1/MGYG000297387.gff.gz
MGYG000297388	MAG	908312	30	57255	31.51	67.24	0.0	0.00	0.00	0.00	14	CAJWEM01	MGYG000297388	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002705445;g__GCA-2705445;s__	ERS7419604	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297388/genomes1/MGYG000297388.gff.gz
MGYG000297389	MAG	5106119	123	68165	43.51	95.54	2.2	0.00	0.00	0.00	20	CAJVYQ01	MGYG000297389	d__Bacteria;p__KSB1;c__UBA2214;o__JdFR-76;f__DREG01;g__DREG01;s__DREG01 sp011040895	ERS7419575	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297389/genomes1/MGYG000297389.gff.gz
MGYG000297390	MAG	2397703	42	117195	54.61	94.24	3.3	0.00	0.00	0.00	20	CAJWZK01	MGYG000297390	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2589;s__UBA2589 sp002348465	ERS7418959	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297390/genomes1/MGYG000297390.gff.gz
MGYG000297391	MAG	3805953	178	36029	36.72	98.32	1.33	94.12	0.00	0.00	17	CAJWZC01	MGYG000297391	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__Colwellia sp003545415	ERS7419326	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297391/genomes1/MGYG000297391.gff.gz
MGYG000297392	MAG	1880878	67	43645	38.2	90.44	1.08	89.92	99.67	99.86	18	CAJVXN01	MGYG000297392	d__Bacteria;p__Omnitrophota;c__Koll11;o__1-14-0-20-42-13;f__1-14-0-20-42-13;g__DRER01;s__DRER01 sp011051015	ERS7419036	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297392/genomes1/MGYG000297392.gff.gz
MGYG000297393	MAG	2527841	76	63049	55.17	96.6	1.83	94.96	21.59	13.85	19	CAJXFR01	MGYG000297393	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868;s__UBA868 sp002477475	ERS7418396	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297393/genomes1/MGYG000297393.gff.gz
MGYG000297394	MAG	3152560	9	775415	58.69	97.87	0.32	94.12	23.87	8.17	19	CAJXWK01	MGYG000297394	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__59-46-T64;s__59-46-T64 sp003205515	ERS7419594	ERP121137	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297394/genomes1/MGYG000297394.gff.gz
MGYG000297395	MAG	4763386	47	156260	53.01	96.9	0.0	94.12	52.45	13.03	18	CAJWOQ01	MGYG000297395	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002730875	ERS7418752	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297395/genomes1/MGYG000297395.gff.gz
MGYG000297396	MAG	1238082	83	19788	56.23	67.93	0.27	0.00	0.00	0.00	14	CAJWYY01	MGYG000297396	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp003208835	ERS7419161	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297396/genomes1/MGYG000297396.gff.gz
MGYG000297397	MAG	2460881	34	94156	35.38	57.93	0.0	0.00	0.00	0.00	13	CAJXXR01	MGYG000297397	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	ERS7419608	ERP121137	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297397/genomes1/MGYG000297397.gff.gz
MGYG000297398	MAG	2172360	58	65950	35.99	94.8	0.3	94.12	0.00	8.85	18	CAJVXF01	MGYG000297398	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter;s__	ERS7419280	ERP121137	Pacific Ocean	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297398/genomes1/MGYG000297398.gff.gz
MGYG000297399	MAG	3521245	53	114135	62.46	96.77	1.91	95.80	0.00	7.69	17	CAJXUQ01	MGYG000297399	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Haliea;s__	ERS7418293	ERP121137	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002973/MGYG000297399/genomes1/MGYG000297399.gff.gz
MGYG000297400	MAG	2087011	265	10828	42.87	85.05	0.0	0.00	0.00	0.00	7	CAJWLC01	MGYG000297400	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__	ERS7419121	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002974/MGYG000297400/genomes1/MGYG000297400.gff.gz
MGYG000297401	MAG	2651824	448	6860	36.27	79.93	2.78	0.00	61.58	0.00	17	CAJXRW01	MGYG000297401	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__;s__	ERS7418446	ERP121137	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002974/MGYG000297401/genomes1/MGYG000297401.gff.gz
MGYG000297402	MAG	3294170	305	15076	60.55	94.02	0.0	94.12	23.55	11.42	16	CAJWVF01	MGYG000297402	d__Bacteria;p__Nitrospinota_A;c__UBA8248;o__UBA8248;f__UBA8248;g__UBA8248;s__UBA8248 sp002685755	ERS7419573	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002974/MGYG000297402/genomes1/MGYG000297402.gff.gz
